Family	Mapped	Family_name	Genes	Molecular_function	Bio_process	Cell_component	Protein_class	Interpro
PTHR12789:SF0	VIBCH|EnsemblGenome=VC_A0570|UniProtKB=Q9KM19	DENSITY-REGULATED PROTEIN	121	mRNA binding(GO:0003729)	cytoplasmic translation(GO:0002181);formation of translation initiation ternary complex(GO:0001677);translational elongation(GO:0006414);translational termination(GO:0006415)	ribosome(GO:0005840)	nuclease(PC00170);translation initiation factor(PC00224)	
PTHR30603:SF0	VIBCH|EnsemblGenome=VC_0517|UniProtKB=Q9KUK1	RNA POLYMERASE SIGMA FACTOR RPOD	49	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein binding(GO:0005515)	"transcription, DNA-templated(GO:0006351)"		winged helix/forkhead transcription factor(PC00246)	
PTHR46124:SF3	VIBCH|EnsemblGenome=VC_2353|UniProtKB=Q9KPL4	SUBFAMILY NOT NAMED	10			cytosol(GO:0005829)		
PTHR33449:SF1	VIBCH|EnsemblGenome=VC_1055|UniProtKB=Q9KT50	NUCLEOID-ASSOCIATED PROTEIN YBAB	71	DNA binding(GO:0003677)				
PTHR30002:SF4	VIBCH|EnsemblGenome=VC_0342|UniProtKB=Q9KV16	EPOXYQUEUOSINE REDUCTASE	19	oxidoreductase activity(GO:0016491)	carbohydrate derivative biosynthetic process(GO:1901137);nucleobase-containing small molecule biosynthetic process(GO:0034404);organonitrogen compound biosynthetic process(GO:1901566)			
PTHR35330:SF1	VIBCH|EnsemblGenome=VC_1363|UniProtKB=Q9KS96	SIROHEME BIOSYNTHESIS PROTEIN MET8	33					
PTHR30282:SF0	VIBCH|EnsemblGenome=VC_0880|UniProtKB=Q9KTM2	P-AMINOBENZOYL-GLUTAMATE TRANSPORT PROTEIN	8	dicarboxylic acid transmembrane transporter activity(GO:0005310);dipeptide transmembrane transporter activity(GO:0071916);secondary active transmembrane transporter activity(GO:0015291)			transporter(PC00227)	
PTHR11066:SF34	VIBCH|EnsemblGenome=VC_1063|UniProtKB=Q9KT42	ACYL-COENZYME A THIOESTERASE 8	108	"hydrolase activity, acting on ester bonds(GO:0016788)"	acyl-CoA metabolic process(GO:0006637);fatty acid catabolic process(GO:0009062)		esterase(PC00097)	
PTHR33692:SF1	VIBCH|EnsemblGenome=VC_0562|UniProtKB=Q9KUF9	RIBOSOME MATURATION FACTOR RIMM	61					
PTHR40074:SF3	VIBCH|EnsemblGenome=VC_A0023|UniProtKB=Q9KNE2	O-ACETYLTRANSFERASE WECH	5					
PTHR42902:SF2	VIBCH|EnsemblGenome=VC_0734|UniProtKB=Q9KTZ6	ZMP:0000000758	26	"transferase activity, transferring acyl groups(GO:0016746)"	cellular carbohydrate metabolic process(GO:0044262);monocarboxylic acid metabolic process(GO:0032787)	cytoplasm(GO:0005737)	mutase(PC00160);transferase(PC00220)	
PTHR30465:SF44	VIBCH|EnsemblGenome=VC_0619|UniProtKB=Q9KUA4	SUBFAMILY NOT NAMED	4				transporter(PC00227)	
PTHR42865:SF12	VIBCH|EnsemblGenome=VC_A0088|UniProtKB=Q9KN77	SUBFAMILY NOT NAMED	11			plasma membrane(GO:0005886)	cation transporter(PC00068)	
PTHR32347:SF23	VIBCH|EnsemblGenome=VC_1659|UniProtKB=Q9KRI2	UPF0194 MEMBRANE PROTEIN YBHG	18					
PTHR44156:SF21	VIBCH|EnsemblGenome=VC_0353|UniProtKB=Q9KV05	COMPASS COMPONENT SWD3	38					
PTHR11496:SF91	VIBCH|EnsemblGenome=VC_2033|UniProtKB=Q9KQG5	ALDEHYDE-ALCOHOL DEHYDROGENASE	29	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"		cytosol(GO:0005829)		
PTHR11349:SF91	VIBCH|EnsemblGenome=VC_0756|UniProtKB=Q9KTX4	NUCLEOSIDE DIPHOSPHATE KINASE	153	"kinase activity(GO:0016301);phosphotransferase activity, phosphate group as acceptor(GO:0016776)"	nucleotide phosphorylation(GO:0046939)			
PTHR11409:SF43	VIBCH|EnsemblGenome=VC_2751|UniProtKB=Q9KNI7	ADENOSINE DEAMINASE	61	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds(GO:0016810)"	carbohydrate derivative biosynthetic process(GO:1901137);drug metabolic process(GO:0017144);nucleobase-containing compound catabolic process(GO:0034655);nucleobase-containing small molecule biosynthetic process(GO:0034404);organonitrogen compound catabolic process(GO:1901565);purine nucleobase biosynthetic process(GO:0009113);small molecule catabolic process(GO:0044282)	cytosol(GO:0005829)	deaminase(PC00088)	
PTHR18968:SF142	VIBCH|EnsemblGenome=VC_0031|UniProtKB=Q9KVV7	ACETOLACTATE SYNTHASE ISOZYME 2 LARGE SUBUNIT-RELATED	10	lyase activity(GO:0016829);oxidoreductase activity(GO:0016491);transferase activity(GO:0016740)	carbohydrate metabolic process(GO:0005975);cellular amino acid biosynthetic process(GO:0008652);coenzyme metabolic process(GO:0006732)		decarboxylase(PC00089);dehydrogenase(PC00092);transferase(PC00220)	
PTHR37419:SF4	VIBCH|EnsemblGenome=VC_0815|UniProtKB=Q9KTS3	SUBFAMILY NOT NAMED	2	protein serine/threonine kinase activity(GO:0004674)		cytosol(GO:0005829)		
PTHR43875:SF5	VIBCH|EnsemblGenome=VC_1666|UniProtKB=Q9KRH6	SUBFAMILY NOT NAMED	2	"ATPase activity, coupled to transmembrane movement of substances(GO:0042626);carbohydrate transmembrane transporter activity(GO:0015144)"	oligosaccharide transport(GO:0015772)	catalytic complex(GO:1902494);integral component of plasma membrane(GO:0005887);plasma membrane protein complex(GO:0098797);transmembrane transporter complex(GO:1902495)	ATP-binding cassette (ABC) transporter(PC00003)	
PTHR30231:SF7	VIBCH|EnsemblGenome=VC_0299|UniProtKB=Q9KV58	SUBFAMILY NOT NAMED	3	3'-5' exonuclease activity(GO:0008408)	DNA biosynthetic process(GO:0071897);DNA repair(GO:0006281);DNA-dependent DNA replication maintenance of fidelity(GO:0045005)	DNA polymerase complex(GO:0042575);cytosol(GO:0005829)		
PTHR24221:SF456	VIBCH|EnsemblGenome=VC_1448|UniProtKB=Q9KS14	ABC TRANSPORTER B FAMILY MEMBER 7	88					
PTHR11390:SF21	VIBCH|EnsemblGenome=VC_2043|UniProtKB=Q9KQF5	DNA TOPOISOMERASE 3-ALPHA	124				enzyme modulator(PC00095);isomerase(PC00135);nucleic acid binding(PC00171)	
PTHR11700:SF9	VIBCH|EnsemblGenome=VC_2597|UniProtKB=Q9KNY3	"37S RIBOSOMAL PROTEIN S10, MITOCHONDRIAL"	96	structural constituent of ribosome(GO:0003735)			ribosomal protein(PC00202)	
PTHR43804:SF7	VIBCH|EnsemblGenome=VC_2179|UniProtKB=Q9KQ25	"PEPTIDE CHAIN RELEASE FACTOR 1, MITOCHONDRIAL-RELATED"	113	RNA binding(GO:0003723);ribosome binding(GO:0043022)	formation of translation initiation ternary complex(GO:0001677);translational elongation(GO:0006414);translational termination(GO:0006415)		translation release factor(PC00225)	
PTHR32432:SF3	VIBCH|EnsemblGenome=VC_2634|UniProtKB=Q9KNU6	ETHANOLAMINE UTILIZATION PROTEIN EUTJ	21					
PTHR43454:SF1	VIBCH|EnsemblGenome=VC_A0843|UniProtKB=Q9KLA3	SUBFAMILY NOT NAMED	5	oxidoreductase activity(GO:0016491)	monosaccharide metabolic process(GO:0005996)		dehydrogenase(PC00092)	
PTHR45228:SF4	VIBCH|EnsemblGenome=VC_2497|UniProtKB=Q9KP78	SUBFAMILY NOT NAMED	5					
PTHR42727:SF1	VIBCH|EnsemblGenome=VC_0724|UniProtKB=Q9KU06	SUBFAMILY NOT NAMED	11	"ATPase activity, coupled to transmembrane movement of substances(GO:0042626)"	anion transport(GO:0006820);catabolic process(GO:0009056);nucleobase-containing compound metabolic process(GO:0006139);phosphate-containing compound metabolic process(GO:0006796)	integral component of membrane(GO:0016021);plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR30238:SF0	VIBCH|EnsemblGenome=VC_A0546|UniProtKB=Q9KM43	"THYLAKOID MEMBRANE PROTEIN TERC, CHLOROPLASTIC"	58		response to stress(GO:0006950)	plasma membrane(GO:0005886)		
PTHR10472:SF5	VIBCH|EnsemblGenome=VC_2741|UniProtKB=Q9KNJ7	D-AMINOACYL-TRNA DEACYLASE 1	120	"carboxylic ester hydrolase activity(GO:0052689);catalytic activity, acting on RNA(GO:0140098)"	regulation of biological quality(GO:0065008);tRNA metabolic process(GO:0006399)	cytoplasm(GO:0005737)	esterase(PC00097)	
PTHR11717:SF7	"VIBCH|EnsemblGenome=VC_0916|UniProtKB=Q9KTI6,VIBCH|EnsemblGenome=VC_1041|UniProtKB=Q9KT64"	LOW MOLECULAR WEIGHT PHOSPHOTYROSINE PROTEIN PHOSPHATASE	86					
PTHR23521:SF2	VIBCH|EnsemblGenome=VC_A0753|UniProtKB=Q9KLJ1	SUBFAMILY NOT NAMED	9			plasma membrane(GO:0005886)		
PTHR11063:SF8	VIBCH|EnsemblGenome=VC_2273|UniProtKB=Q9KPT9	DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE	131	oxidoreductase activity(GO:0016491)			amino acid kinase(PC00045);dehydrogenase(PC00092)	
PTHR12608:SF9	VIBCH|EnsemblGenome=VC_0022|UniProtKB=Q9KVW6	"PROTEIN PAM71, CHLOROPLASTIC"	45					
PTHR42761:SF6	VIBCH|EnsemblGenome=VC_0295|UniProtKB=Q9KV62	"BIOTIN CARBOXYLASE, CHLOROPLASTIC"	78	ligase activity(GO:0016874)	coenzyme metabolic process(GO:0006732);fatty acid biosynthetic process(GO:0006633);gluconeogenesis(GO:0006094)		ligase(PC00142)	
PTHR43327:SF2	VIBCH|EnsemblGenome=VC_0349|UniProtKB=Q9KV09	MODULATOR OF FTSH PROTEASE HFLK	12	structural molecule activity(GO:0005198)		intracellular(GO:0005622)	cytoskeletal protein(PC00085);protease inhibitor(PC00191)	
PTHR30352:SF5	VIBCH|EnsemblGenome=VC_1869|UniProtKB=Q9KQX8	PYRUVATE FORMATE-LYASE 1-ACTIVATING ENZYME	15					
PTHR11817:SF17	"VIBCH|EnsemblGenome=VC_A0708|UniProtKB=Q9KLN5,VIBCH|EnsemblGenome=VC_2008|UniProtKB=Q9KQJ0"	PYRUVATE KINASE II	11	"hydro-lyase activity(GO:0016836);intramolecular transferase activity(GO:0016866);kinase activity(GO:0016301);oxidoreductase activity(GO:0016491);phosphotransferase activity, alcohol group as acceptor(GO:0016773)"	ATP biosynthetic process(GO:0006754);carbohydrate metabolic process(GO:0005975);carboxylic acid biosynthetic process(GO:0046394);cellular response to insulin stimulus(GO:0032869);coenzyme biosynthetic process(GO:0009108);generation of precursor metabolites and energy(GO:0006091);nucleotide catabolic process(GO:0009166);nucleotide phosphorylation(GO:0046939);pyruvate metabolic process(GO:0006090)	cytosol(GO:0005829)		
PTHR42160:SF1	VIBCH|EnsemblGenome=VC_0266|UniProtKB=Q9KV90	SUBFAMILY NOT NAMED	5					
PTHR11963:SF23	VIBCH|EnsemblGenome=VC_2501|UniProtKB=P0C6E1	ZGC:152830	125				metalloprotease(PC00153)	
PTHR30329:SF14	VIBCH|EnsemblGenome=VC_0893|UniProtKB=Q9KTK9	SUBFAMILY NOT NAMED	2					
PTHR36838:SF1	VIBCH|EnsemblGenome=VC_1229|UniProtKB=Q9KSM7	SUBFAMILY NOT NAMED	30					
PTHR43386:SF14	VIBCH|EnsemblGenome=VC_A1100|UniProtKB=Q9KKK4	"D,D-DIPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN DDPC-RELATED"	19				transporter(PC00227)	
PTHR43302:SF1	VIBCH|EnsemblGenome=VC_1901|UniProtKB=Q9KQU7	NA(+)/H(+) ANTIPORTER NHAB	7	sodium ion transmembrane transporter activity(GO:0015081);solute:proton antiporter activity(GO:0015299)		integral component of plasma membrane(GO:0005887)	cation transporter(PC00068)	
PTHR42945:SF4	VIBCH|EnsemblGenome=VC_1139|UniProtKB=Q9KSW7	HISTIDINE BIOSYNTHESIS BIFUNCTIONAL PROTEIN HISIE	12	hydrolase activity(GO:0016787);oxidoreductase activity(GO:0016491)	cellular amino acid biosynthetic process(GO:0008652)		dehydrogenase(PC00092);hydrolase(PC00121)	
PTHR30336:SF1	VIBCH|EnsemblGenome=VC_1718|UniProtKB=Q9KRC4	ENVELOPE BIOGENESIS FACTOR ELYC	20		cell wall biogenesis(GO:0042546);peptidoglycan metabolic process(GO:0000270)	plasma membrane(GO:0005886)		
PTHR30503:SF3	VIBCH|EnsemblGenome=VC_A0930|UniProtKB=Q9KL19	INNER MEMBRANE PROTEIN YEDI	9			plasma membrane(GO:0005886)		
PTHR11692:SF0	VIBCH|EnsemblGenome=VC_0276|UniProtKB=Q9KV80	BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH	149	hydrolase activity(GO:0016787);methyltransferase activity(GO:0008168)	nucleobase-containing compound metabolic process(GO:0006139)		hydrolase(PC00121);methyltransferase(PC00155)	
PTHR44846:SF7	VIBCH|EnsemblGenome=VC_A0600|UniProtKB=Q9KLZ1	SUBFAMILY NOT NAMED	5		"negative regulation of transcription, DNA-templated(GO:0045892);transcription, DNA-templated(GO:0006351)"			
PTHR11080:SF2	VIBCH|EnsemblGenome=VC_A0712|UniProtKB=Q9KLN1	LD05707P	43					
PTHR30472:SF19	VIBCH|EnsemblGenome=VC_A0229|UniProtKB=Q9KMU0	SUBFAMILY NOT NAMED	8	transporter activity(GO:0005215)	ion transport(GO:0006811)	plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR45398:SF1	VIBCH|EnsemblGenome=VC_1579|UniProtKB=Q9KRQ7	SUBFAMILY NOT NAMED	13					
PTHR44591:SF2	"VIBCH|EnsemblGenome=VC_1082|UniProtKB=Q9KT23,VIBCH|EnsemblGenome=VC_A0189|UniProtKB=Q9KMX7"	SUBFAMILY NOT NAMED	40					
PTHR23355:SF37	VIBCH|EnsemblGenome=VC_A0805|UniProtKB=Q9KLE1	EXORIBONUCLEASE 2	5					
PTHR13847:SF250	VIBCH|EnsemblGenome=VC_0786|UniProtKB=Q9KTV1	D-AMINO ACID DEHYDROGENASE	17	oxidoreductase activity(GO:0016491)		cytoplasm(GO:0005737)	dehydrogenase(PC00092);oxidase(PC00175)	
PTHR32089:SF39	"VIBCH|EnsemblGenome=VC_2439|UniProtKB=Q9KPD3,VIBCH|EnsemblGenome=VC_A0220|UniProtKB=P15492,VIBCH|EnsemblGenome=VC_A0031|UniProtKB=Q9KND4,VIBCH|EnsemblGenome=VC_1248|UniProtKB=Q9KSK8,VIBCH|EnsemblGenome=VC_A0176|UniProtKB=Q9KMZ0"	SUBFAMILY NOT NAMED	11					
PTHR22726:SF17	VIBCH|EnsemblGenome=VC_2164|UniProtKB=Q9KQ40	BETA-BARREL ASSEMBLY-ENHANCING PROTEASE	17	metallopeptidase activity(GO:0008237)			metalloprotease(PC00153)	
PTHR11661:SF1	VIBCH|EnsemblGenome=VC_0324|UniProtKB=Q9KV34	"39S RIBOSOMAL PROTEIN L11, MITOCHONDRIAL"	138	rRNA binding(GO:0019843);structural constituent of ribosome(GO:0003735)	ribosomal large subunit assembly(GO:0000027)		ribosomal protein(PC00202)	
PTHR13932:SF9	VIBCH|EnsemblGenome=VC_A0909|UniProtKB=Q9KL39	SUBFAMILY NOT NAMED	2	oxidoreductase activity(GO:0016491)	porphyrin-containing compound metabolic process(GO:0006778)		oxidase(PC00175)	
PTHR30047:SF2	VIBCH|EnsemblGenome=VC_1279|UniProtKB=Q9KSH7	HIGH-AFFINITY CHOLINE TRANSPORT PROTEIN	20			plasma membrane(GO:0005886)		
PTHR23305:SF12	VIBCH|EnsemblGenome=VC_2185|UniProtKB=Q9KQ20	OBG-LIKE ATPASE 1	79	ATPase activity(GO:0016887)		cytoplasm(GO:0005737)	G-protein(PC00020)	
PTHR42946:SF1	VIBCH|EnsemblGenome=VC_0639|UniProtKB=Q9KU84	HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE-RELATED	60	intramolecular transferase activity(GO:0016866)			glycosyltransferase(PC00111);mutase(PC00160)	
PTHR42792:SF2	"VIBCH|EnsemblGenome=VC_2144|UniProtKB=P0C6C7,VIBCH|EnsemblGenome=VC_2187|UniProtKB=P0C6C5,VIBCH|EnsemblGenome=VC_2143|UniProtKB=P0C6C6,VIBCH|EnsemblGenome=VC_2188|UniProtKB=P0C6C3,VIBCH|EnsemblGenome=VC_2142|UniProtKB=P0C6C4"	FLAGELLIN	50	structural molecule activity(GO:0005198)	cellular process(GO:0009987)	extracellular region(GO:0005576)	structural protein(PC00211)	
PTHR30454:SF0	VIBCH|EnsemblGenome=VC_0759|UniProtKB=Q9KTX1	"4-HYDROXY-3-METHYLBUT-2-EN-1-YL DIPHOSPHATE SYNTHASE (FERREDOXIN), CHLOROPLASTIC"	76					
PTHR21621:SF4	VIBCH|EnsemblGenome=VC_0468|UniProtKB=Q9KUP7	GLUTATHIONE SYNTHETASE	12	ligase activity(GO:0016874)	cofactor biosynthetic process(GO:0051188);glutathione metabolic process(GO:0006749);peptide biosynthetic process(GO:0043043)	cytoplasm(GO:0005737)	ribosomal protein(PC00202)	
PTHR10434:SF40	VIBCH|EnsemblGenome=VC_1937|UniProtKB=Q9KQR1	SUBFAMILY NOT NAMED	8			endoplasmic reticulum(GO:0005783);plasma membrane(GO:0005886);vacuole(GO:0005773)	acyltransferase(PC00042)	
PTHR33713:SF3	VIBCH|EnsemblGenome=VC_A0488|UniProtKB=Q9KM93	SUBFAMILY NOT NAMED	2					
PTHR11262:SF4	VIBCH|EnsemblGenome=VC_1921|UniProtKB=Q9KQS7	"ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX-LIKE, MITOCHONDRIAL"	137	"ATP binding(GO:0005524);ATPase activity, coupled(GO:0042623);peptidase activity, acting on L-amino acid peptides(GO:0070011)"	protein catabolic process(GO:0030163)	mitochondrial matrix(GO:0005759)	chaperone(PC00072)	
PTHR38100:SF1	VIBCH|EnsemblGenome=VC_1127|UniProtKB=Q9KSX9	HIGH FREQUENCY LYSOGENIZATION PROTEIN HFLD	8			extrinsic component of cytoplasmic side of plasma membrane(GO:0031234);leaflet of membrane bilayer(GO:0097478)		
PTHR43740:SF2	VIBCH|EnsemblGenome=VC_0956|UniProtKB=Q9KTE6	"LEUCINE--TRNA LIGASE, MITOCHONDRIAL"	99	"catalytic activity, acting on RNA(GO:0140098);ligase activity(GO:0016874)"	cellular amino acid metabolic process(GO:0006520);formation of translation initiation ternary complex(GO:0001677);tRNA metabolic process(GO:0006399);translational elongation(GO:0006414);translational termination(GO:0006415)		aminoacyl-tRNA synthetase(PC00047)	
PTHR43690:SF19	VIBCH|EnsemblGenome=VC_0554|UniProtKB=Q9KUG7	ZINC PROTEASE PQQL-LIKE	56				metalloprotease(PC00153)	
PTHR43100:SF1	VIBCH|EnsemblGenome=VC_2374|UniProtKB=Q9KPJ3	SUBFAMILY NOT NAMED	17					
PTHR43130:SF9	VIBCH|EnsemblGenome=VC_A0455|UniProtKB=Q9KMB8	SUBFAMILY NOT NAMED	3					
PTHR45856:SF4	"VIBCH|EnsemblGenome=VC_A0754|UniProtKB=Q9KLJ0,VIBCH|EnsemblGenome=VC_1418|UniProtKB=Q9KS43"	ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN	113					
PTHR30578:SF1	VIBCH|EnsemblGenome=VC_2294|UniProtKB=Q9KPS2	SUBFAMILY NOT NAMED	10			plasma membrane(GO:0005886)		
PTHR43412:SF4	VIBCH|EnsemblGenome=VC_0693|UniProtKB=Q9KU36	TRANSCRIPTIONAL REGULATORY PROTEIN BTSR	7	DNA binding(GO:0003677)	"regulation of transcription, DNA-templated(GO:0006355);transcription, DNA-templated(GO:0006351)"		methyltransferase(PC00155);protein kinase(PC00193);transcription factor(PC00218)	
PTHR30118:SF15	VIBCH|EnsemblGenome=VC_1561|UniProtKB=Q9KRS5	SUBFAMILY NOT NAMED	14		"regulation of nucleobase-containing compound metabolic process(GO:0019219);transcription, DNA-templated(GO:0006351)"		helix-turn-helix transcription factor(PC00116)	
PTHR30399:SF4	VIBCH|EnsemblGenome=VC_1615|UniProtKB=Q9KRM1	UTP PYROPHOSPHATASE	9					
PTHR13822:SF10	VIBCH|EnsemblGenome=VC_2763|UniProtKB=Q9KNH6	"ATP SYNTHASE EPSILON CHAIN, CHLOROPLASTIC"	64	"proton-transporting ATP synthase activity, rotational mechanism(GO:0046933)"	ATP synthesis coupled proton transport(GO:0015986)			
PTHR34182:SF1	VIBCH|EnsemblGenome=VC_0640|UniProtKB=Q9KU83	PROTEIN-EXPORT MEMBRANE PROTEIN SECG	23		intracellular protein transmembrane transport(GO:0065002)	intracellular(GO:0005622);plasma membrane(GO:0005886)		
PTHR45526:SF1	"VIBCH|EnsemblGenome=VC_1604|UniProtKB=Q9KRN2,VIBCH|EnsemblGenome=VC_0790|UniProtKB=Q9KTU7"	TRANSCRIPTIONAL REGULATORY PROTEIN DPIA	11	molecular transducer activity(GO:0060089)	phosphorelay signal transduction system(GO:0000160)	intracellular(GO:0005622)		
PTHR30024:SF8	VIBCH|EnsemblGenome=VC_1369|UniProtKB=Q9KS90	TAURINE-BINDING PERIPLASMIC PROTEIN	14					
PTHR24096:SF325	VIBCH|EnsemblGenome=VC_1971|UniProtKB=Q9KQM7	2-SUCCINYLBENZOATE--COA LIGASE	6	ligase activity(GO:0016874);transporter activity(GO:0005215)	fatty acid metabolic process(GO:0006631);lipid transport(GO:0006869)		ligase(PC00142)	
PTHR39555:SF1	VIBCH|EnsemblGenome=VC_2632|UniProtKB=Q9KNU8	SUBFAMILY NOT NAMED	10		cell motility(GO:0048870);cell projection assembly(GO:0030031)			
PTHR30634:SF11	VIBCH|EnsemblGenome=VC_2181|UniProtKB=P57070	OUTER-MEMBRANE LIPOPROTEIN LOLB	9		protein targeting(GO:0006605)	extracellular region(GO:0005576)	membrane traffic protein(PC00150)	
PTHR47810:SF1	VIBCH|EnsemblGenome=VC_1542|UniProtKB=Q9KRU2	SUBFAMILY NOT NAMED	12					
PTHR43240:SF5	VIBCH|EnsemblGenome=VC_A0580|UniProtKB=Q9KM09	"1,4-DIHYDROXY-2-NAPHTHOYL-COA THIOESTERASE 1"	71	"hydrolase activity, acting on ester bonds(GO:0016788)"		cytosol(GO:0005829)		
PTHR33993:SF2	VIBCH|EnsemblGenome=VC_A0645|UniProtKB=Q9KLU6	SUBFAMILY NOT NAMED	10					
PTHR21071:SF4	VIBCH|EnsemblGenome=VC_0318|UniProtKB=Q9KV40	UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE	51					
PTHR21666:SF263	VIBCH|EnsemblGenome=VC_0533|UniProtKB=Q9KUI7	MUREIN HYDROLASE ACTIVATOR NLPD	12	metalloendopeptidase activity(GO:0004222)	cell division(GO:0051301);programmed cell death(GO:0012501);signal transduction(GO:0007165)		metalloprotease(PC00153)	
PTHR23502:SF32	VIBCH|EnsemblGenome=VC_A0214|UniProtKB=Q9KMV4	MULTIDRUG RESISTANCE PROTEIN D	5	drug transmembrane transporter activity(GO:0015238)		integral component of plasma membrane(GO:0005887)		
PTHR43411:SF4	VIBCH|EnsemblGenome=VC_1126|UniProtKB=Q9KSY0	ADENYLOSUCCINATE LYASE	77					
PTHR11406:SF23	VIBCH|EnsemblGenome=VC_0477|UniProtKB=P0C6Q3	PHOSPHOGLYCERATE KINASE	50	"ATP binding(GO:0005524);hydro-lyase activity(GO:0016836);intramolecular transferase activity(GO:0016866);kinase activity(GO:0016301);oxidoreductase activity(GO:0016491);phosphotransferase activity, alcohol group as acceptor(GO:0016773)"	ATP biosynthetic process(GO:0006754);carboxylic acid biosynthetic process(GO:0046394);coenzyme biosynthetic process(GO:0009108);generation of precursor metabolites and energy(GO:0006091);gluconeogenesis(GO:0006094);nucleotide catabolic process(GO:0009166);nucleotide phosphorylation(GO:0046939);pyruvate metabolic process(GO:0006090)	cytosol(GO:0005829)	carbohydrate kinase(PC00065)	
PTHR43227:SF8	VIBCH|EnsemblGenome=VC_1550|UniProtKB=Q9KRT6	SN-GLYCEROL-3-PHOSPHATE TRANSPORT SYSTEM PERMEASE PROTEIN UGPA	19					
PTHR36932:SF1	VIBCH|EnsemblGenome=VC_0924|UniProtKB=Q9KTH8	SUBFAMILY NOT NAMED	11					
PTHR24096:SF258	VIBCH|EnsemblGenome=VC_2484|UniProtKB=Q9KP89	SUBFAMILY NOT NAMED	19	ligase activity(GO:0016874);transporter activity(GO:0005215)	fatty acid metabolic process(GO:0006631);lipid transport(GO:0006869)		ligase(PC00142)	
PTHR32089:SF94	VIBCH|EnsemblGenome=VC_A0988|UniProtKB=Q9KKW2	SUBFAMILY NOT NAMED	2					
PTHR14025:SF31	VIBCH|EnsemblGenome=VC_1886|UniProtKB=Q9KQW2	TRANSCRIPTION-REPAIR-COUPLING FACTOR	64	helicase activity(GO:0004386);nuclease activity(GO:0004518);nucleic acid binding(GO:0003676)	DNA repair(GO:0006281)		RNA helicase(PC00032);nuclease(PC00170)	
PTHR43309:SF3	VIBCH|EnsemblGenome=VC_A0778|UniProtKB=Q9KLG6	SUBFAMILY NOT NAMED	14					
PTHR32438:SF5	VIBCH|EnsemblGenome=VC_A0014|UniProtKB=Q9KNF0	"4-ALPHA-GLUCANOTRANSFERASE DPE1, CHLOROPLASTIC/AMYLOPLASTIC"	60					
PTHR30544:SF5	VIBCH|EnsemblGenome=VC_0757|UniProtKB=Q9KTX3	RADICAL SAM SUPERFAMILY PROTEIN	72		rRNA base methylation(GO:0070475);tRNA methylation(GO:0030488)			
PTHR21262:SF28	VIBCH|EnsemblGenome=VC_2710|UniProtKB=Q9KNM2	BIFUNCTIONAL (P)PPGPP SYNTHASE/HYDROLASE SPOT	13	"phosphoric ester hydrolase activity(GO:0042578);transferase activity, transferring phosphorus-containing groups(GO:0016772)"	purine ribonucleotide metabolic process(GO:0009150);response to starvation(GO:0042594)	cell wall(GO:0005618);plasma membrane(GO:0005886)	pyrophosphatase(PC00196)	
PTHR43761:SF1	VIBCH|EnsemblGenome=VC_2504|UniProtKB=Q9KP72	SUBFAMILY NOT NAMED	17				dehydrogenase(PC00092)	
PTHR43584:SF3	VIBCH|EnsemblGenome=VC_2762|UniProtKB=Q9KNH7	BIFUNCTIONAL PROTEIN GLMU	48	enzyme regulator activity(GO:0030234);guanyl-nucleotide exchange factor activity(GO:0005085);nucleotidyltransferase activity(GO:0016779);translation initiation factor activity(GO:0003743);translation regulator activity(GO:0045182)	glycogen metabolic process(GO:0005977);monosaccharide metabolic process(GO:0005996);phospholipid metabolic process(GO:0006644)		guanyl-nucleotide exchange factor(PC00113);nucleotidyltransferase(PC00174);translation initiation factor(PC00224)	
