Longname	Mapped	Info	Panth_fam	Pant_prot_class	Species	Molecular_function	Bio_process	Cellular_component
VIBCH|EnsemblGenome=VC_1201|UniProtKB=Q9KSQ5	VC_1201	Uncharacterized protein;VC_1201;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0163|UniProtKB=Q9KN03	VC_A0163	Uncharacterized protein;VC_A0163;ortholog	SUBFAMILY NOT NAMED (PTHR40613:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0283|UniProtKB=Q9KMP1	VC_A0283	Uncharacterized protein;VC_A0283;ortholog	SUBFAMILY NOT NAMED (PTHR11886:SF57)		Vibrio cholerae	molecular_function(GO:0003674)	microtubule-based process(GO:0007017);biological_process(GO:0008150)	cellular_component(GO:0005575);dynein complex(GO:0030286)
VIBCH|EnsemblGenome=VC_A0994|UniProtKB=Q9KKV6	VC_A0994	Uncharacterized protein;VC_A0994;ortholog	SUBFAMILY NOT NAMED (PTHR43224:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0064|UniProtKB=Q9KNA1	VC_A0064	TonB system receptor, putative;VC_A0064;ortholog	SUBFAMILY NOT NAMED (PTHR30069:SF32)		Vibrio cholerae	signaling receptor activity(GO:0004872);heme transporter activity(GO:0015232);transmembrane transporter activity(GO:0022857);signaling receptor activity(GO:0038023)	heme transport(GO:0015886);transmembrane transport(GO:0055085)	cell outer membrane(GO:0009279);membrane(GO:0016020);outer membrane(GO:0019867)
VIBCH|EnsemblGenome=VC_0410|UniProtKB=Q9KUV3	VC_0410	MSHA pilin protein MshC;VC_0410;ortholog	SUBFAMILY NOT NAMED (PTHR30093:SF7)		Vibrio cholerae	structural molecule activity(GO:0005198)	pathogenesis(GO:0009405);cell projection organization(GO:0030030)	pilus(GO:0009289);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1002|UniProtKB=Q9KTA1	VC_1002	DedD protein;VC_1002;ortholog	CELL DIVISION PROTEIN DEDD (PTHR38687:SF1)		Vibrio cholerae	peptidoglycan binding(GO:0042834)	biological_process(GO:0008150);cytokinetic process(GO:0032506)	cell septum(GO:0030428);cell division site(GO:0032153)
VIBCH|EnsemblGenome=VC_1366|UniProtKB=Q9KS93	VC_1366	7-cyano-7-deazaguanine synthase;queC;ortholog	7-CYANO-7-DEAZAGUANINE SYNTHASE (PTHR42914:SF1)	ligase(PC00142)	Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ligase activity(GO:0016874);metal ion binding(GO:0046872)	biological_process(GO:0008150);queuosine biosynthetic process(GO:0008616)	
VIBCH|EnsemblGenome=VC_1411|UniProtKB=Q9KS49	VC_1411	Multidrug resistance protein VceB;VC_1411;ortholog	MULTIDRUG EXPORT PROTEIN EMRB-RELATED (PTHR23501:SF69)	transporter(PC00227)	Vibrio cholerae	drug transmembrane transporter activity(GO:0015238);transmembrane transporter activity(GO:0022857)	drug transmembrane transport(GO:0006855);response to drug(GO:0042493);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);integral component of plasma membrane(GO:0005887);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0370|UniProtKB=Q9KUY8	VC_0370	Uncharacterized protein;VC_0370;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0364|UniProtKB=Q9KUZ4	VC_0364	Bacterioferritin-associated ferredoxin;VC_0364;ortholog	BACTERIOFERRITIN-ASSOCIATED FERREDOXIN (PTHR37424:SF1)		Vibrio cholerae	2 iron, 2 sulfur cluster binding(GO:0051537)	intracellular sequestering of iron ion(GO:0006880);cellular response to iron ion(GO:0071281)	cell(GO:0005623)
VIBCH|EnsemblGenome=VC_A0031|UniProtKB=Q9KND4	VC_A0031	Methyl-accepting chemotaxis protein;VC_A0031;ortholog	SUBFAMILY NOT NAMED (PTHR32089:SF39)		Vibrio cholerae	signaling receptor activity(GO:0004872);signaling receptor activity(GO:0038023)	chemotaxis(GO:0006935);signal transduction(GO:0007165)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2600|UniProtKB=Q9KNY0	VC_2600	Uncharacterized protein;VC_2600;ortholog	N-SULPHOGLUCOSAMINE SULPHOHYDROLASE (PTHR43108:SF6)		Vibrio cholerae	molecular_function(GO:0003674);catalytic activity(GO:0003824);sulfuric ester hydrolase activity(GO:0008484)	biological_process(GO:0008150);metabolic process(GO:0008152)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0058|UniProtKB=Q9KNA7	VC_A0058	Uncharacterized protein;VC_A0058;ortholog	L,D-TRANSPEPTIDASE YBIS-RELATED (PTHR30582:SF24)	cysteine protease(PC00081)	Vibrio cholerae	molecular_function(GO:0003674);transferase activity(GO:0016740)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0810|UniProtKB=Q9KTS8	VC_0810	Uncharacterized protein;VC_0810;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0063|UniProtKB=Q9KVS6	VC_0063	ThiF protein;VC_0063;ortholog	SULFUR CARRIER PROTEIN THIS ADENYLYLTRANSFERASE (PTHR10953:SF158)	ligase(PC00142);transfer/carrier protein(PC00219)	Vibrio cholerae	ubiquitin-like modifier activating enzyme activity(GO:0008641);nucleotidyltransferase activity(GO:0016779)	thiamine biosynthetic process(GO:0009228)	
VIBCH|EnsemblGenome=VC_0943|UniProtKB=Q9KTF9	VC_0943	Lipoyl synthase;lipA;ortholog	LIPOYL SYNTHASE, CHLOROPLASTIC (PTHR10949:SF30)		Vibrio cholerae	catalytic activity(GO:0003824);transferase activity(GO:0016740);lipoate synthase activity(GO:0016992);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);4 iron, 4 sulfur cluster binding(GO:0051539)	lipoate biosynthetic process(GO:0009107);protein lipoylation(GO:0009249)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_A0049|UniProtKB=Q9KNB6	VC_A0049	GGDEF family protein;VC_A0049;ortholog	DIGUANYLATE CYCLASE DGCM-RELATED (PTHR45138:SF9)		Vibrio cholerae		biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_2226|UniProtKB=Q9KPY6	VC_2226	Phosphoribosylformylglycinamidine cyclo-ligase;purM;ortholog	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3 (PTHR10520:SF12)	hydrolase(PC00121);ligase(PC00142);transferase(PC00220)	Vibrio cholerae	nucleotide binding(GO:0000166);phosphoribosylformylglycinamidine cyclo-ligase activity(GO:0004641);ATP binding(GO:0005524);ligase activity(GO:0016874)	purine nucleotide biosynthetic process(GO:0006164);'de novo' IMP biosynthetic process(GO:0006189);purine ribonucleotide biosynthetic process(GO:0009152)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_A1033|UniProtKB=Q9KKR8	VC_A1033	Extracellular solute-binding protein, putative;VC_A1033;ortholog	SUBFAMILY NOT NAMED (PTHR43649:SF12)		Vibrio cholerae		transmembrane transport(GO:0055085)	
VIBCH|EnsemblGenome=VC_1361|UniProtKB=Q9KS98	VC_1361	Amino acid ABC transporter, permease protein;VC_1361;ortholog	AMINO-ACID ABC TRANSPORTER PERMEASE PROTEIN YHDX-RELATED (PTHR30614:SF37)	amino acid transporter(PC00046)	Vibrio cholerae	amino acid-transporting ATPase activity(GO:0015424);transmembrane transporter activity(GO:0022857)	amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865);transmembrane transport(GO:0055085);nitrogen compound transport(GO:0071705)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021);ATP-binding cassette (ABC) transporter complex(GO:0043190)
VIBCH|EnsemblGenome=VC_1343|UniProtKB=Q9KSB5	VC_1343	Peptidase, M20A family;VC_1343;ortholog	SUBFAMILY NOT NAMED (PTHR42994:SF2)	deacetylase(PC00087);metalloprotease(PC00153)	Vibrio cholerae	aminopeptidase activity(GO:0004177);peptidase activity(GO:0008233);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	proteolysis(GO:0006508);metabolic process(GO:0008152)	
VIBCH|EnsemblGenome=VC_1874|UniProtKB=Q9KQX3	VC_1874	Uncharacterized protein;VC_1874;ortholog	SUBFAMILY NOT NAMED (PTHR30029:SF2)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0801|UniProtKB=Q9KTT7	VC_0801	Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase;citG;ortholog	2-(5''-TRIPHOSPHORIBOSYL)-3'-DEPHOSPHOCOENZYME-A SYNTHASE (PTHR30201:SF2)		Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);transferase activity(GO:0016740);triphosphoribosyl-dephospho-CoA synthase activity(GO:0046917)	phosphorylation(GO:0016310);prosthetic group biosynthetic process(GO:0051191)	
VIBCH|EnsemblGenome=VC_2163|UniProtKB=Q9KQ41	VC_2163	Uncharacterized protein;VC_2163;ortholog	SUBFAMILY NOT NAMED (PTHR33279:SF7)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150);cellular chemical homeostasis(GO:0055082)	cellular_component(GO:0005575);cell(GO:0005623)
VIBCH|EnsemblGenome=VC_A0281|UniProtKB=Q9KMP2	VC_A0281	Integrase, putative;VC_A0281;ortholog	PROPHAGE INTEGRASE INTS-RELATED (PTHR30629:SF2)		Vibrio cholerae	DNA binding(GO:0003677);prophage integrase activity(GO:0008979)	DNA recombination(GO:0006310);DNA integration(GO:0015074);establishment of integrated proviral latency(GO:0075713)	
VIBCH|EnsemblGenome=VC_A0332|UniProtKB=Q9KMK7	VC_A0332	Uncharacterized protein;VC_A0332;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1094|UniProtKB=Q9KT11	VC_1094	Oligopeptide ABC transporter, ATP-binding protein;VC_1094;ortholog	D,D-DIPEPTIDE TRANSPORT ATP-BINDING PROTEIN DDPD-RELATED (PTHR43297:SF7)	ATP-binding cassette (ABC) transporter(PC00003)	Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);oligopeptide-transporting ATPase activity(GO:0015421);ATPase activity(GO:0016887)	oligopeptide transport(GO:0006857);peptide transport(GO:0015833);oligopeptide transmembrane transport(GO:0035672)	
VIBCH|EnsemblGenome=VC_2255|UniProtKB=Q9KPV7	VC_2255	Phosphatidate cytidylyltransferase;VC_2255;ortholog	PHOSPHATIDATE CYTIDYLYLTRANSFERASE (PTHR46382:SF1)		Vibrio cholerae	phosphatidate cytidylyltransferase activity(GO:0004605);transferase activity(GO:0016740);transferase activity, transferring phosphorus-containing groups(GO:0016772);nucleotidyltransferase activity(GO:0016779)	phosphatidylglycerol biosynthetic process(GO:0006655);phospholipid biosynthetic process(GO:0008654);CDP-diacylglycerol biosynthetic process(GO:0016024)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0389|UniProtKB=Q9KUX0	VC_0389	Na+/H+ antiporter, putative;VC_0389;ortholog	SODIUM/HYDROGEN EXCHANGER (PTHR10110:SF127)		Vibrio cholerae	solute:proton antiporter activity(GO:0015299);sodium:proton antiporter activity(GO:0015385);potassium:proton antiporter activity(GO:0015386)	cation transport(GO:0006812);sodium ion transport(GO:0006814);proton transmembrane transport(GO:0006818);regulation of intracellular pH(GO:0051453);transmembrane transport(GO:0055085);potassium ion transmembrane transport(GO:0071805);sodium ion import across plasma membrane(GO:0098719);proton transmembrane transport(GO:1902600)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0119|UniProtKB=Q9KN46	VC_A0119	Uncharacterized protein;VC_A0119;ortholog	SUBFAMILY NOT NAMED (PTHR37024:SF3)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2229|UniProtKB=Q9KPY3	VC_2229	Uncharacterized protein;VC_2229;ortholog	GLUTAMINE AMIDOTRANSFERASE YAFJ-RELATED (PTHR42824:SF1)	transferase(PC00220)	Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2637|UniProtKB=Q9KNU3	VC_2637	Peroxiredoxin family protein/glutaredoxin;VC_2637;ortholog	SUBFAMILY NOT NAMED (PTHR10430:SF35)		Vibrio cholerae	electron transfer activity(GO:0009055);protein disulfide oxidoreductase activity(GO:0015035);oxidoreductase activity(GO:0016491)	electron transport chain(GO:0022900);cell redox homeostasis(GO:0045454);oxidation-reduction process(GO:0055114)	cell(GO:0005623)
VIBCH|EnsemblGenome=VC_A0529|UniProtKB=Q9KM59	VC_A0529	Probable potassium transport system protein kup;kup;ortholog	LOW AFFINITY POTASSIUM TRANSPORT SYSTEM PROTEIN KUP (PTHR30540:SF91)		Vibrio cholerae	potassium ion transmembrane transporter activity(GO:0015079)	ion transport(GO:0006811);potassium ion transport(GO:0006813);potassium ion transmembrane transport(GO:0071805)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2282|UniProtKB=Q9KPT0	VC_2282	Uncharacterized protein;VC_2282;ortholog	SUBFAMILY NOT NAMED (PTHR37326:SF2)		Vibrio cholerae	molecular_function(GO:0003674);hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788);metal ion binding(GO:0046872)	biological_process(GO:0008150);metabolic process(GO:0008152)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0744|UniProtKB=Q9KLJ9	VC_A0744	Glycerol kinase;glpK;ortholog	ZGC:172295 (PTHR10196:SF69)	carbohydrate kinase(PC00065)	Vibrio cholerae	nucleotide binding(GO:0000166);glycerol kinase activity(GO:0004370);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);phosphotransferase activity, alcohol group as acceptor(GO:0016773)	carbohydrate metabolic process(GO:0005975);glycerol metabolic process(GO:0006071);glycerol-3-phosphate metabolic process(GO:0006072);phosphorylation(GO:0016310);glycerol catabolic process(GO:0019563)	
VIBCH|EnsemblGenome=VC_0079|UniProtKB=Q9KVR0	VC_0079	Universal stress protein B homolog;uspB;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1413|UniProtKB=Q9KS47	VC_1413	Methyl-accepting chemotaxis protein;VC_1413;ortholog	SUBFAMILY NOT NAMED (PTHR32089:SF55)		Vibrio cholerae	signaling receptor activity(GO:0004872);signaling receptor activity(GO:0038023)	chemotaxis(GO:0006935);signal transduction(GO:0007165)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A1057|UniProtKB=Q9KKP5	VC_A1057	Oxidoreductase, short-chain dehydrogenase/reductase family;VC_A1057;ortholog	DEHYDROGENASE/REDUCTASE SDR FAMILY MEMBER 11 (PTHR43115:SF4)	dehydrogenase(PC00092);reductase(PC00198)	Vibrio cholerae	oxidoreductase activity(GO:0016491)	oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_2618|UniProtKB=Q9KNW2	VC_2618	Acetylornithine aminotransferase;argD;ortholog	ACETYLORNITHINE/SUCCINYLDIAMINOPIMELATE AMINOTRANSFERASE (PTHR11986:SF113)	transaminase(PC00216)	Vibrio cholerae	catalytic activity(GO:0003824);N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity(GO:0003992);transaminase activity(GO:0008483);transferase activity(GO:0016740);pyridoxal phosphate binding(GO:0030170);identical protein binding(GO:0042802)	cellular amino acid metabolic process(GO:0006520);arginine metabolic process(GO:0006525);arginine biosynthetic process(GO:0006526);cellular amino acid biosynthetic process(GO:0008652)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_0537|UniProtKB=Q9KUI4	VC_0537	Cysteine synthase;VC_0537;ortholog	CYSTEINE SYNTHASE B (PTHR10314:SF100)	deaminase(PC00088);dehydratase(PC00091);epimerase/racemase(PC00096)	Vibrio cholerae	cysteine synthase activity(GO:0004124);transferase activity(GO:0016740);pyridoxal phosphate binding(GO:0030170)	cysteine biosynthetic process from serine(GO:0006535);cellular amino acid biosynthetic process(GO:0008652);cysteine biosynthetic process(GO:0019344)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_1615|UniProtKB=Q9KRM1	VC_1615	Uncharacterized protein;VC_1615;ortholog	UTP PYROPHOSPHATASE (PTHR30399:SF4)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2412|UniProtKB=Q9KPF6	VC_2412	Dihydrolipoyl dehydrogenase;lpd;ortholog	DIHYDROLIPOYL DEHYDROGENASE (PTHR22912:SF160)	dehydrogenase(PC00092);oxidase(PC00175);reductase(PC00198)	Vibrio cholerae	dihydrolipoyl dehydrogenase activity(GO:0004148);electron transfer activity(GO:0009055);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor(GO:0016668);flavin adenine dinucleotide binding(GO:0050660)	acetyl-CoA biosynthetic process from pyruvate(GO:0006086);glycolytic process(GO:0006096);electron transport chain(GO:0022900);cell redox homeostasis(GO:0045454);oxidation-reduction process(GO:0055114)	cytoplasm(GO:0005737);cytosolic pyruvate dehydrogenase complex(GO:0045250)
VIBCH|EnsemblGenome=VC_A0249|UniProtKB=Q9KMS1	VC_A0249	Cytochrome b561, putative;VC_A0249;ortholog	SUBFAMILY NOT NAMED (PTHR30529:SF7)		Vibrio cholerae	electron transfer activity(GO:0009055)	respiratory electron transport chain(GO:0022904)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0080|UniProtKB=Q9KN85	VC_A0080	GGDEF family protein;VC_A0080;ortholog	CYCLIC DI-GMP PHOSPHODIESTERASE PDEA-RELATED (PTHR33121:SF57)		Vibrio cholerae		biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_0441|UniProtKB=Q9KUS4	VC_0441	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical;apaH;ortholog	METALLOPHOSPHOESTERASE YNL217W-RELATED (PTHR42850:SF4)		Vibrio cholerae	protein tyrosine/serine/threonine phosphatase activity(GO:0008138);bis(5'-nucleosyl)-tetraphosphatase activity(GO:0008796);bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity(GO:0008803);hydrolase activity(GO:0016787)	nucleobase-containing compound metabolic process(GO:0006139);protein dephosphorylation(GO:0006470);nucleobase-containing small molecule interconversion(GO:0015949)	
VIBCH|EnsemblGenome=VC_1933|UniProtKB=Q9KQR5	VC_1933	Uncharacterized protein;VC_1933;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150);nitrate assimilation(GO:0042128)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0820|UniProtKB=Q9KLC6	VC_A0820	60 kDa chaperonin 2;groL2;ortholog	CHAPERONIN 60 SUBUNIT ALPHA 1, CHLOROPLASTIC (PTHR45633:SF22)		Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);protein folding chaperone(GO:0044183);unfolded protein binding(GO:0051082)	protein folding(GO:0006457);'de novo' protein folding(GO:0006458);protein refolding(GO:0042026);chaperone-mediated protein folding(GO:0061077)	cytoplasm(GO:0005737);GroEL-GroES complex(GO:1990220)
VIBCH|EnsemblGenome=VC_0806|UniProtKB=Q9KTT2	VC_0806	Uncharacterized protein;VC_0806;ortholog	FAD/NAD(P)-BINDING OXIDOREDUCTASE FAMILY PROTEIN (PTHR42842:SF3)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2362|UniProtKB=Q9KPK5	VC_2362	Threonine synthase;VC_2362;ortholog	THREONINE SYNTHASE (PTHR43455:SF2)	deaminase(PC00088);dehydratase(PC00091);epimerase/racemase(PC00096)	Vibrio cholerae	threonine synthase activity(GO:0004795);pyridoxal phosphate binding(GO:0030170)	cellular amino acid metabolic process(GO:0006520);threonine biosynthetic process(GO:0009088)	
VIBCH|EnsemblGenome=VC_2043|UniProtKB=Q9KQF5	VC_2043	DNA topoisomerase 3;topB;ortholog	DNA TOPOISOMERASE 3-ALPHA (PTHR11390:SF21)	enzyme modulator(PC00095);isomerase(PC00135);nucleic acid binding(PC00171)	Vibrio cholerae	DNA binding(GO:0003677);DNA topoisomerase activity(GO:0003916);DNA topoisomerase type I activity(GO:0003917);isomerase activity(GO:0016853);metal ion binding(GO:0046872)	DNA topological change(GO:0006265)	
VIBCH|EnsemblGenome=VC_1599|UniProtKB=Q9KRN7	VC_1599	GGDEF family protein;VC_1599;ortholog	DIGUANYLATE CYCLASE DGCM-RELATED (PTHR45138:SF9)		Vibrio cholerae		biological_process(GO:0008150)	membrane(GO:0016020);integral component of membrane(GO:0016021)
