vc_names,Uniprot,Family_name,Genes,GO,GO_num
VC2122,Q9KQ79,SUBFAMILY NOT NAMED,20,"",""
VC2123,Q9KQ78,FLAGELLAR BIOSYNTHETIC PROTEIN FLIP,22,"",""
VC2124,Q9KQ77,FLAGELLAR PROTEIN FLIO,8,"",""
VC2125,Q9KQ76,FLAGELLAR MOTOR SWITCH PROTEIN FLIN,22,kinase activity,GO:0016301
VC2126,Q9KQ75,FLAGELLAR MOTOR SWITCH PROTEIN FLIM,21,"",""
VC2127,Q9KQ74,FLAGELLAR PROTEIN FLIL,8,"",""
VC2128,Q9KQ73,FLAGELLAR HOOK-LENGTH CONTROL PROTEIN,12,"",""
VC2129,Q9KQ72,FLAGELLAR FLIJ PROTEIN,8,"",""
VC2130,Q9KQ71,FLAGELLUM-SPECIFIC ATP SYNTHASE,10,"ligand-gated ion channel activity;proton-transporting ATP synthase activity, rotational mechanism;single-stranded DNA binding",GO:0015276;GO:0046933;GO:0003697
VC2131,Q9KQ70,SUBFAMILY NOT NAMED,5,"",""
VC2132,Q9X4Q9,FLAGELLAR MOTOR SWITCH PROTEIN FLIG,25,"",""
VC2133,Q9KQ69,FLAGELLAR M-RING PROTEIN,21,"",""
VC2134,Q9KQ68,FLAGELLAR HOOK-BASAL BODY COMPLEX PROTEIN FLIE,23,"",""
VC2135,Q9KQ67,SUBFAMILY NOT NAMED,16,"",""
VC2136,H9L4P6,SIGNAL TRANSDUCTION HISTIDINE-PROTEIN KINASE BAES,47,"",""
VC2137,Q9KQ66,,,,
VC2138,Q9KQ65,FLAGELLAR SECRETION CHAPERONE FLIS,21,"",""
VC2139,Q9KQ64,,,,
VC2140,Q9KQ63,FLAGELLAR HOOK-ASSOCIATED PROTEIN 2,22,"",""
VC2141,P0C6D4,SUBFAMILY NOT NAMED,10,"",""
VC2142,P0C6C4,,,,
VC2143,P0C6C6,,,,
VC2144,P0C6C7,,,,
VC2145,Q9KQ59,DEFERROCHELATASE/PEROXIDASE YFEX-RELATED,18,"",""
VC2146,Q9KQ58,,,,
VC2147,Q9KQ57,,,,
VC2148,Q9KQ56,,,,
VC2149,Q9KQ55,,,,
VC2150,Q9KQ54,,,,
VC2151,Q9KQ53,,,,
VC2152,Q9KQ52,SUCCINYL-DIAMINOPIMELATE DESUCCINYLASE,14,"",""
VC2153,Q9KQ51,SUBFAMILY NOT NAMED,19,"",""
VC2154,Q9KQ50,,,,
VC2155,Q9KQ49,,,,
VC2156,Q9KQ48,,,,
VC2157,Q9KQ47,"4-HYDROXY-2-OXOGLUTARATE ALDOLASE, MITOCHONDRIAL",137,lyase activity,GO:0016829
VC2158,Q9KQ46,,,,
VC2159,Q9KQ45,GLYCINE CLEAVAGE SYSTEM TRANSCRIPTIONAL REPRESSOR,15,"",""
VC2160,Q9KQ44,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MITOCHONDRIAL",136,"",""
VC2161,Q9KQ43,,,,
VC2162,Q9KQ42,PERMEASE PERM-RELATED,39,"",""
VC2163,Q9KQ41,SUBFAMILY NOT NAMED,5,"",""
VC2164,Q9KQ40,BETA-BARREL ASSEMBLY-ENHANCING PROTEASE,17,metallopeptidase activity,GO:0008237
VC2165,Q9KQ39,SUBFAMILY NOT NAMED,14,"",""
VC2166,Q9KQ38,PROTEIN RFS1-RELATED,110,"",""
VC2167,Q9KQ37,,,,
VC2168,Q9KQ36,,,,
VC2169,Q9KQ35,,,,
VC2170,Q9KQ34,,,,
VC2171,Q9KQ33,URACIL PERMEASE,18,drug transmembrane transporter activity;nucleobase transmembrane transporter activity,GO:0015238;GO:0015205
VC2172,Q9KQ32,SUBFAMILY NOT NAMED,21,"",""
VC2173,Q9KQ31,,,,
VC2174,Q9KQ30,PROTEIN USHA,7,phosphatase activity;phosphoric diester hydrolase activity,GO:0016791;GO:0008081
VC2175,Q9KQ29,2-DEHYDRO-3-DEOXYPHOSPHOOCTONATE ALDOLASE 1-RELATED,59,catalytic activity,GO:0003824
VC2176,Q9KQ28,SI:DKEY-261L7.2,41,"",""
VC2177,Q9KQ27,PROTEIN YCHQ,7,"",""
VC2178,Q9KQ26,HEMK METHYLTRANSFERASE FAMILY MEMBER 1,94,"",""
VC2179,Q9KQ25,"PEPTIDE CHAIN RELEASE FACTOR 1, MITOCHONDRIAL-RELATED",113,RNA binding;ribosome binding,GO:0003723;GO:0043022
VC2180,Q9KQ24,GLUTAMYL-TRNA REDUCTASE,21,"catalytic activity, acting on RNA;oxidoreductase activity",GO:0140098;GO:0016491
VC2181,P57070,OUTER-MEMBRANE LIPOPROTEIN LOLB,9,"",""
VC2182,Q9KQ23,"4-DIPHOSPHOCYTIDYL-2-C-METHYL-D-ERYTHRITOL KINASE, CHLOROPLASTIC",71,"kinase activity;phosphotransferase activity, alcohol group as acceptor",GO:0016301;GO:0016773
VC2183,Q9KQ22,RIBOSE-PHOSPHATE PYROPHOSPHOKINASE,38,"transferase activity, transferring phosphorus-containing groups",GO:0016772
VC2184,Q9KQ21,PEPTIDYL-TRNA HYDROLASE-RELATED,110,"carboxylic ester hydrolase activity;catalytic activity, acting on RNA",GO:0052689;GO:0140098
VC2185,Q9KQ20,OBG-LIKE ATPASE 1,79,ATPase activity,GO:0016887
VC2186,Q9KQ19,,,,
VC2187,P0C6C5,,,,
VC2188,P0C6C3,,,,
VC2189,Q9KQ18,,,,
VC2190,Q9KQ17,FLAGELLAR HOOK-ASSOCIATED PROTEIN 3,20,structural molecule activity,GO:0005198
VC2191,Q9KQ16,FLAGELLAR HOOK-ASSOCIATED PROTEIN 1,24,"",""
VC2192,Q9KQ15,PEPTIDOGLYCAN HYDROLASE FLGJ,19,"",""
VC2193,Q9KQ14,FLAGELLAR P-RING PROTEIN,18,structural molecule activity,GO:0005198
VC2194,Q9KQ13,SUBFAMILY NOT NAMED,15,"",""
VC2195,Q9KQ12,FLAGELLAR BASAL-BODY ROD PROTEIN FLGG,27,"",""
VC2196,Q9KQ11,FLAGELLAR BASAL-BODY ROD PROTEIN FLGF,7,"",""
VC2197,Q9KQ10,FLAGELLAR HOOK PROTEIN FLGE,22,"",""
VC2198,Q9KQ09,BASAL-BODY ROD MODIFICATION PROTEIN FLGD,16,"",""
VC2199,Q9KQ08,SUBFAMILY NOT NAMED,4,"",""
VC2200,Q9KQ07,FLAGELLAR BASAL BODY ROD PROTEIN FLGB,20,"",""
VC2201,Q9KQ06,SUBFAMILY NOT NAMED,5,methyltransferase activity;protein kinase activity,GO:0008168;GO:0004672
VC2202,Q9KQ05,SUBFAMILY NOT NAMED,4,"",""
VC2203,Q9KQ04,FLAGELLA BASAL BODY P-RING FORMATION PROTEIN FLGA,13,"",""
VC2204,Q9KQ03,,,,
VC2205,Q9KQ02,,,,
VC2206,Q9KQ01,,,,
VC2207,Q9KQ00,,,,
VC2208,Q9KPZ9,,,,
VC2210,P0C6Q2,SUBFAMILY NOT NAMED,5,oxidoreductase activity,GO:0016491
VC2211,P0C6R1,SUBFAMILY NOT NAMED,3,"",""
VC2212,H9L4T3,,,,
VC2213,H9L4R9,,,,
VC2214,P0C6Q1,"GLUTAMATE--TRNA LIGASE, MITOCHONDRIAL-RELATED",136,"catalytic activity, acting on RNA;ligase activity",GO:0140098;GO:0016874
VC2215,Q9KPZ7,COPPER-EXPORTING P-TYPE ATPASE,6,"ATPase activity, coupled to transmembrane movement of substances;metal ion transmembrane transporter activity",GO:0042626;GO:0046873
VC2216,Q9KPZ6,,,,
VC2217,Q9KPZ5,SUBFAMILY NOT NAMED,2,hydrolase activity,GO:0016787
VC2218,Q9KPZ4,,,,
VC2219,Q9KPZ3,,,,
VC2220,Q9KPZ2,SUBFAMILY NOT NAMED,6,"",""
VC2221,Q9KPZ1,,,,
VC2222,Q9KPZ0,DNA ENDONUCLEASE SMRA-RELATED,10,"",""
VC2223,Q9KPY9,23S RRNA PSEUDOURIDINE(2604) SYNTHASE,9,"",""
VC2224,Q9KPY8,,,,
VC2225,Q9KPY7,"URACIL PHOSPHORIBOSYLTRANSFERASE, CHLOROPLASTIC",92,"",""
VC2226,Q9KPY6,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3,141,ligase activity,GO:0016874
VC2227,Q9KPY5,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3,101,"transferase activity, transferring one-carbon groups",GO:0016741
VC2228,Q9KPY4,,,,
VC2229,Q9KPY3,GLUTAMINE AMIDOTRANSFERASE YAFJ-RELATED,19,transferase activity,GO:0016740
VC2230,Q9KPY2,PHOSPHOHEPTOSE ISOMERASE,9,"",""
VC2231,Q9KPY1,ACYL-COENZYME A DEHYDROGENASE,10,"",""
VC2232,Q9KPY0,,,,
VC2233,Q9KPX9,DNA POLYMERASE III SUBUNIT EPSILON,15,3'-5' exonuclease activity,GO:0008408
VC2234,Q9KPX8,,,,
VC2235,Q9KPX7,ARSENITE METHYLTRANSFERASE,125,methyltransferase activity,GO:0008168
VC2236,Q9KPX6,HYDROXYACYLGLUTATHIONE HYDROLASE GLOB,61,hydrolase activity,GO:0016787
VC2237,Q9KPX5,MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE D,13,"",""
VC2238,Q9KPX4,,,,
VC2239,Q9KPX3,NITROGEN REGULATORY PROTEIN P-II HOMOLOG,66,"",""
VC2240,Q9KPX2,SUBFAMILY NOT NAMED,7,"",""
VC2241,Q9KPX1,,,,
VC2242,Q9KPX0,TRNA(ILE)-LYSIDINE SYNTHASE,46,"",""
VC2243,Q9KPW9,,,,
VC2244,Q9KPW8,ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE SUBUNIT ALPHA,50,"",""
VC2245,P52022,DNA POLYMERASE III SUBUNIT ALPHA,41,"",""
VC2246,P52021,RIBONUCLEASE HII,44,endoribonuclease activity,GO:0004521
VC2247,Q9KPW5,"LIPID-A-DISACCHARIDE SYNTHASE, MITOCHONDRIAL-RELATED",62,phospholipid binding,GO:0005543
VC2248,Q9KPW4,"ACYL-[ACYL-CARRIER-PROTEIN]--UDP-N-ACETYLGLUCOSAMINE O-ACYLTRANSFERASE, MITOCHONDRIAL-RELATED",58,acetyltransferase activity;lyase activity,GO:0016407;GO:0016829
VC2249,Q9KPW3,(3R)-HYDROXYMYRISTOYL-[ACYL CARRIER PROTEIN] DEHYDRATASE-LIKE PROTEIN,84,"",""
VC2250,Q9KPW2,"UDP-3-O-ACYLGLUCOSAMINE N-ACYLTRANSFERASE 1, MITOCHONDRIAL-RELATED",67,enzyme regulator activity;guanyl-nucleotide exchange factor activity;nucleotidyltransferase activity;translation initiation factor activity;translation regulator activity,GO:0030234;GO:0005085;GO:0016779;GO:0003743;GO:0045182
VC2251,Q9KPW1,CHAPERONE PROTEIN SKP,19,unfolded protein binding,GO:0051082
VC2252,Q9KPW0,OUTER MEMBRANE PROTEIN ASSEMBLY FACTOR BAMA,15,"",""
VC2253,Q9KPV9,"MEMBRANE METALLOPROTEASE ARASP2, CHLOROPLASTIC-RELATED",87,"",""
VC2254,Q9KPV8,"1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE, CHLOROPLASTIC",87,"anion binding;cofactor binding;nucleotide binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;transition metal ion binding",GO:0043168;GO:0048037;GO:0000166;GO:0016616;GO:0046914
VC2255,Q9KPV7,PHOSPHATIDATE CYTIDYLYLTRANSFERASE,41,nucleotidyltransferase activity,GO:0016779
VC2256,Q9KPV6,DEHYDRODOLICHYL DIPHOSPHATE SYNTHASE 2,105,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765
VC2257,Q9KPV5,MITOCHONDRIAL RIBOSOME RECYCLING FACTOR,114,ribonucleoprotein complex binding,GO:0043021
VC2258,Q9KPV4,AMINO ACID KINASE FAMILY PROTEIN,85,"kinase activity;phosphotransferase activity, phosphate group as acceptor",GO:0016301;GO:0016776
VC2259,Q9KPV3,"ELONGATION FACTOR TS, MITOCHONDRIAL",127,RNA binding,GO:0003723
VC2260,Q9KPV2,"28S RIBOSOMAL PROTEIN S2, MITOCHONDRIAL",147,structural constituent of ribosome,GO:0003735
VC2261,Q9KPV1,METHIONINE AMINOPEPTIDASE,37,"",""
VC2262,Q9KPV0,BIFUNCTIONAL URIDYLYLTRANSFERASE/URIDYLYL-REMOVING ENZYME,17,"",""
VC2263,Q9KPU9,,,,
VC2264,Q9KPU8,,,,
VC2265,Q9KPU7,PHOSPHATIDYLGLYCEROPHOSPHATASE A,14,"",""
VC2266,Q9KPU6,THIAMINE-MONOPHOSPHATE KINASE,34,kinase activity,GO:0016301
VC2267,Q9KPU5,ANTITERMINATION NUSB DOMAIN-CONTAINING PROTEIN,69,"",""
VC2268,Q9KPU4,"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE",99,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765
VC2269,Q9KPU3,SUBFAMILY NOT NAMED,4,"hydrolase activity, acting on carbon-nitrogen ;lyase activity",GO:0016810;GO:0016829
VC2270,Q9KPU2,RIBOFLAVIN SYNTHASE,85,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765
VC2271,Q9KPU1,"RIBOFLAVIN BIOSYNTHESIS PROTEIN PYRD, CHLOROPLASTIC",78,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810
VC2272,Q9KPU0,TRANSCRIPTIONAL REPRESSOR NRDR,32,"",""
VC2273,Q9KPT9,DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE,131,oxidoreductase activity,GO:0016491
VC2274,Q9KPT8,GLUTAMATE 5-KINASE,55,kinase activity,GO:0016301
VC2275,Q9KPT7,,,,
VC2276,Q9KPT6,ESTERASE FRSA,5,"",""
VC2277,Q9KPT5,XANTHINE PHOSPHORIBOSYLTRANSFERASE,6,"",""
VC2278,Q9KPT4,ADENINE PERMEASE ADEP-RELATED,73,nucleobase transmembrane transporter activity,GO:0015205
VC2279,Q9KPT3,CYTOSOL NON-SPECIFIC DIPEPTIDASE,26,metallopeptidase activity,GO:0008237
VC2280,Q9KPT2,SUBFAMILY NOT NAMED,4,"",""
VC2281,Q9KPT1,RIBOSOMAL PROTEIN S6--L-GLUTAMATE LIGASE,12,"catalytic activity, acting on a protein;ligase activity",GO:0140096;GO:0016874
VC2282,Q9KPT0,SUBFAMILY NOT NAMED,3,"",""
VC2283,Q9KPS9,,,,
VC2284,Q9KPS8,,,,
VC2285,Q9KPS7,,,,
VC2286,Q9KPS6,,,,
VC2287,Q9KPS5,DNA POLYMERASE KAPPA,133,protein binding,GO:0005515
VC2288,Q9KPS4,SUBFAMILY NOT NAMED,4,"",""
VC2289,Q9KPS3,FAD:PROTEIN FMN TRANSFERASE,32,"",""
VC2290,Q9X4Q8,NAD(P)H-FLAVIN REDUCTASE,15,oxidoreductase activity,GO:0016491
VC2291,Q9X4Q7,SUBFAMILY NOT NAMED,11,oxidoreductase activity,GO:0016491
VC2292,Q9X4Q6,SUBFAMILY NOT NAMED,10,"",""
VC2293,P0C6E0,SUBFAMILY NOT NAMED,10,"",""
VC2294,Q9KPS2,SUBFAMILY NOT NAMED,10,"",""
VC2295,Q9KPS1,SUBFAMILY NOT NAMED,10,"",""
VC2296,Q9KPS0,DNA-BINDING TRANSCRIPTIONAL REGULATOR BOLA,13,"",""
VC2297,Q9KPR9,RIBOSOMAL RNA LARGE SUBUNIT METHYLTRANSFERASE G,11,"",""
VC2298,Q9KPR8,,,,
VC2299,Q9KPR7,,,,
VC2300,Q9KPR6,ACETYL-COENZYME A TRANSPORTER 1,88,solute:proton symporter activity,GO:0015295
VC2301,Q9KPR5,,,,
VC2302,Q9KPR4,SUBFAMILY NOT NAMED,22,"",""
VC2303,Q9KPR3,ATP-DEPENDENT PROTEASE LA (LON) DOMAIN PROTEIN,55,"",""
VC2304,Q9KPR2,,,,
VC2305,Q9KPR1,,,,
VC2306,Q9KPR0,,,,
VC2307,Q9KPQ9,2-DEHYDROPANTOATE 2-REDUCTASE-RELATED,38,"cofactor binding;nucleotide binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",GO:0048037;GO:0000166;GO:0016616
VC2308,Q9KPQ8,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,119,"catalytic activity, acting on a protein;hydro-lyase activity",GO:0140096;GO:0016836
VC2309,Q9KPQ7,"CYSTEINE DESULFURASE 1, CHLOROPLASTIC",86,lyase activity,GO:0016829
VC2310,Q9KPQ6,SULFUR ACCEPTOR PROTEIN CSDE,25,"",""
VC2311,Q9KPQ5,,,,
VC2312,Q9KPQ4,MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE A,11,hydrolase activity,GO:0016787
VC2313,Q9KPQ3,,,,
VC2314,Q9KPQ2,,,,
VC2315,Q9KPQ1,,,,
VC2316,Q9KPQ0,"AMINO-ACID ACETYLTRANSFERASE NAGS1, CHLOROPLASTIC-RELATED",66,"",""
VC2317,Q9KPP9,,,,
VC2318,Q9KPP8,,,,
VC2319,Q9KPP7,RECBCD ENZYME SUBUNIT RECD,31,"",""
VC2320,Q9KPP6,RECBCD ENZYME SUBUNIT RECB,14,3'-5' DNA helicase activity;ATP binding;ATP-dependent DNA helicase activity,GO:0043138;GO:0005524;GO:0004003
VC2321,Q9KPP5,,,,
VC2322,Q9KPP4,RECBCD ENZYME SUBUNIT RECC,16,"",""
VC2323,Q9KPP3,,,,
VC2324,Q9KPP2,,,,
VC2325,Q9KPP1,,,,
VC2326,Q9KPP0,,,,
VC2327,Q9KPN9,,,,
VC2328,Q9KPN8,,,,
VC2329,Q9KPN7,,,,
VC2330,Q9KPN6,,,,
VC2331,Q9KPN5,,,,
VC2332,Q9KPN4,SUBFAMILY NOT NAMED,23,"transferase activity, transferring acyl groups other than amino-acyl groups",GO:0016747
VC2333,Q9KPN3,SUBFAMILY NOT NAMED,3,"",""
VC2334,Q9KPN2,ZINC TRANSPORT PROTEIN ZNTB,8,magnesium ion binding;metal ion transmembrane transporter activity;transition metal ion binding,GO:0000287;GO:0046873;GO:0046914
VC2335,Q9KPN1,,,,
VC2336,Q9KPN0,,,,
VC2337,Q9KPM9,HTH-TYPE TRANSCRIPTIONAL REGULATOR GALR,4,DNA binding;DNA-binding transcription factor activity,GO:0003677;GO:0003700
VC2339,Q9KPM8,SUBFAMILY NOT NAMED,26,"",""
VC2340,Q9KPM7,SUBFAMILY NOT NAMED,3,"",""
VC2341,Q9KPM6,BCDNA.GH02901,153,ligase activity;transporter activity,GO:0016874;GO:0005215
VC2342,Q9KPM5,SUBFAMILY NOT NAMED,3,RNA binding,GO:0003723
VC2343,Q9KPM4,DNA REPAIR PROTEIN RADA-LIKE PROTEIN,87,"",""
VC2344,Q9KPM3,,,,
VC2345,Q9KPM2,PHOSPHOSERINE PHOSPHATASE,122,magnesium ion binding;phosphatase activity,GO:0000287;GO:0016791
VC2346,Q9KPM1,,,,
VC2347,Q9KPM0,PURINE NUCLEOSIDE PHOSPHORYLASE DEOD-TYPE,6,"",""
VC2348,Q9KPL9,PHOSPHOPENTOMUTASE,18,intramolecular transferase activity,GO:0016866
VC2349,Q9KPL8,THYMIDINE PHOSPHORYLASE,47,"",""
VC2350,Q9KPL7,DEOXYRIBOSE-PHOSPHATE ALDOLASE,44,lyase activity,GO:0016829
VC2351,Q9KPL6,,,,
VC2352,Q9KPL5,,,,
VC2353,Q9KPL4,SUBFAMILY NOT NAMED,10,"",""
VC2354,Q9KPL3,,,,
VC2355,Q9KPL2,UPF0246 PROTEIN YAAA,19,"",""
VC2356,Q9KPL1,SUBFAMILY NOT NAMED,17,"",""
VC2357,Q9KPL0,,,,
VC2358,Q9KPK9,SUBFAMILY NOT NAMED,12,"",""
VC2359,Q9KPK8,URACIL-DNA GLYCOSYLASE,136,"catalytic activity, acting on DNA;hydrolase activity",GO:0140097;GO:0016787
VC2360,Q9KPK7,SI:CH211-141O9.10,57,"catalytic activity, acting on DNA;phosphoric diester hydrolase activity",GO:0140097;GO:0008081
VC2361,Q9KPK6,,,,
VC2362,Q9KPK5,THREONINE SYNTHASE,7,binding,GO:0005488
VC2363,Q9KPK4,HOMOSERINE KINASE,90,"",""
VC2364,Q9KPK3,HOMOSERINE DEHYDROGENASE,67,"",""
VC2365,Q9KPK2,,,,
VC2366,Q9KPK1,4-HYDROXY-4-METHYL-2-OXOGLUTARATE ALDOLASE 3-RELATED,63,"",""
VC2367,Q9KPK0,,,,
VC2368,Q9KPJ9,AEROBIC RESPIRATION CONTROL PROTEIN ARCA,6,DNA-binding transcription factor activity;molecular transducer activity;transcription regulatory region sequence-specific DNA binding,GO:0003700;GO:0060089;GO:0000976
VC2369,Q9KPJ8,,,,
VC2370,Q9KPJ7,,,,
VC2371,Q9KPJ6,PROTEIN YHCC,21,"",""
VC2372,Q9KPJ5,,,,
VC2373,Q9KPJ4,GLUTAMATE SYNTHASE [NADH],97,oxidoreductase activity,GO:0016491
VC2374,Q9KPJ3,SUBFAMILY NOT NAMED,17,"",""
VC2375,Q9KPJ2,,,,
VC2376,Q9KPJ1,GLUTAMATE SYNTHASE [NADPH] LARGE CHAIN,7,oxidoreductase activity,GO:0016491
VC2377,Q9KPJ0,GLUTAMATE SYNTHASE [NADPH] SMALL CHAIN,17,oxidoreductase activity,GO:0016491
VC2378,Q9KPI9,SUBFAMILY NOT NAMED,8,"",""
VC2379,Q9KPI8,5'-METHYLTHIOADENOSINE/S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE,30,S-adenosylmethionine-dependent methyltransferase activity;hydrolase activity,GO:0008757;GO:0016787
VC2380,Q9KPI7,SUBFAMILY NOT NAMED,25,"",""
VC2381,Q9KPI6,VITAMIN B12-BINDING PROTEIN,19,"",""
VC2382,Q9KPI5,UPF0126 INNER MEMBRANE PROTEIN YADS,21,"",""
VC2383,Q9KPI4,,,,
VC2384,H9L4P2,MEMBRANE TRANSPORTER PROTEIN YFCA-RELATED,12,"",""
VC2385,Q9KPI3,SUBFAMILY NOT NAMED,30,"",""
VC2386,Q9KPI2,SUBFAMILY NOT NAMED,12,"",""
VC2387,Q9KPI1,,,,
VC2388,Q9KPI0,,,,
VC2389,Q9KPH9,CAD PROTEIN,149,ligase activity,GO:0016874
VC2390,Q9KPH8,CARBAMOYL-PHOSPHATE SYNTHASE ARGININE-SPECIFIC SMALL CHAIN,92,ligase activity,GO:0016874
VC2391,Q9KPH7,"DIHYDRODIPICOLINATE REDUCTASE-LIKE PROTEIN CRR1, CHLOROPLASTIC",75,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",GO:0016628
VC2392,Q9KPH6,8-OXO-DGTP DIPHOSPHATASE,23,nucleoside-triphosphate diphosphatase activity,GO:0047429
VC2393,Q9KPH5,,,,
VC2394,Q9KPH4,SI:CH211-261I17.1-RELATED,127,"ATP binding;ATPase activity, coupled to transmembrane movement of substances;protein transmembrane transporter activity",GO:0005524;GO:0042626;GO:0008320
VC2395,Q9KPH3,,,,
VC2396,Q9KPH2,"UDP-3-O-ACYL-N-ACETYLGLUCOSAMINE DEACETYLASE 1, MITOCHONDRIAL-RELATED",70,"",""
VC2397,Q9KPH1,"CELL DIVISION PROTEIN FTSZ HOMOLOG 2-2, CHLOROPLASTIC",96,GTP binding;GTPase activity,GO:0005525;GO:0003924
VC2398,Q9KPH0,CELL DIVISION PROTEIN FTSA,29,"",""
VC2399,Q9KPG9,CELL DIVISION PROTEIN FTSQ,15,"",""
VC2400,Q9KPG8,UDP-N-ACETYLMURAMATE--L-ALANINE LIGASE,33,"",""
VC2401,Q9KPG7,UDP-N-ACETYLGLUCOSAMINE--N-ACETYLMURAMYL-(PENTAPEPTIDE) PYROPHOSPHORYL-UNDECAPRENOL N-ACETYLGLUCOSAMINE TRANSFERASE,32,"acetyltransferase activity;transferase activity, transferring glycosyl groups",GO:0016407;GO:0016757
VC2402,Q9KPG6,PEPTIDOGLYCAN GLYCOSYLTRANSFERASE FTSW-RELATED,32,carbohydrate derivative transmembrane transporter activity,GO:1901505
VC2403,Q9KPG5,UDP-N-ACETYLMURAMOYLALANINE--D-GLUTAMATE LIGASE,49,ligase activity,GO:0016874
VC2404,Q9KPG4,PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE HOMOLOG,75,"transferase activity, transferring phosphorus-containing groups",GO:0016772
VC2405,Q9KPG3,UDP-N-ACETYLMURAMOYL-TRIPEPTIDE--D-ALANYL-D-ALANINE LIGASE,51,ligase activity,GO:0016874
VC2406,Q9X6N4,"UDP-N-ACETYLMURAMOYL-L-ALANYL-D-GLUTAMATE--2,6-DIAMINOPIMELATE LIGASE MURE HOMOLOG, CHLOROPLASTIC",77,ligase activity,GO:0016874
VC2407,Q9KPG1,"PEPTIDOGLYCAN D,D-TRANSPEPTIDASE FTSI",36,amide binding;carboxylic acid binding;drug binding;heterocyclic compound binding;organic cyclic compound binding,GO:0033218;GO:0031406;GO:0008144;GO:1901363;GO:0097159
VC2408,Q9KPG0,CELL DIVISION PROTEIN FTSL,9,"",""
VC2409,Q9KPF9,METHYLTRANSFERASE-LIKE PROTEIN 15-RELATED,109,RNA methyltransferase activity;S-adenosylmethionine-dependent methyltransferase activity,GO:0008173;GO:0008757
VC2410,Q9KPF8,,,,
VC2411,Q9KPF7,,,,
VC2412,Q9KPF6,DIHYDROLIPOYL DEHYDROGENASE,12,oxidoreductase activity,GO:0016491
VC2413,Q9KPF5,DIHYDROLIPOYLLYSINE-RESIDUE ACETYLTRANSFERASE COMPONENT OF PYRUVATE DEHYDROGENASE COMPLEX,16,"",""
VC2414,Q9KPF4,PYRUVATE DEHYDROGENASE E1 COMPONENT,18,lyase activity;oxidoreductase activity;transferase activity,GO:0016829;GO:0016491;GO:0016740
VC2415,Q9KPF3,HTH-TYPE TRANSCRIPTIONAL REGULATOR LGOR-RELATED,12,transferase activity,GO:0016740
VC2416,Q9KPF2,SUBFAMILY NOT NAMED,2,phosphatase activity;phosphoric diester hydrolase activity,GO:0016791;GO:0008081
VC2417,Q9KPF1,SINGLE-STRANDED-DNA-SPECIFIC EXONUCLEASE RECJ,53,"",""
VC2418,Q9KPF0,THIOL:DISULFIDE INTERCHANGE PROTEIN DSBC,11,"",""
VC2419,Q9KPE9,TYROSINE RECOMBINASE XERD,39,DNA binding,GO:0003677
VC2420,Q9KPE8,FLAVODOXIN 2,12,"",""
VC2421,Q9KPE7,"1,6-ANHYDRO-N-ACETYLMURAMYL-L-ALANINE AMIDASE AMPD",9,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",GO:0016811
VC2422,Q9KPE6,NICOTINATE-NUCLEOTIDE PYROPHOSPHORYLASE [CARBOXYLATING],129,"transferase activity, transferring pentosyl groups",GO:0016763
VC2423,Q9KPE5,,,,
VC2424,Q9KPE4,,,,
VC2425,Q9X4G9,,,,
VC2426,H9L4S3,,,,
VC2427,Q9KPE3,BIFUNCTIONAL PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE-DEPHOSPHO-COA KINASE,39,"kinase activity;phosphotransferase activity, alcohol group as acceptor",GO:0016301;GO:0016773
VC2428,Q9KPE2,CELL DIVISION PROTEIN ZAPD,6,"",""
VC2429,Q9KPE1,DNA GYRASE INHIBITOR YACG,12,"",""
VC2430,Q9KPE0,DNA TOPOISOMERASE 4 SUBUNIT A,11,"ATP binding;DNA binding;DNA-dependent ATPase activity;catalytic activity, acting on DNA",GO:0005524;GO:0003677;GO:0008094;GO:0140097
